name_entity,label
"Build-A-Bear Workshop, Inc.",0
Nieborów,0
Charette,0
Snap! (BYOBref|Program versions pre-4.0|group=Note),0
Ursula Herking,0
Chevrières,0
Jemielnica,0
Chamagnieu,0
Build,0
Courtenay,0
Marco Grimm,1
Chalon,0
Leschnitz,0
Leśnica,0
Charnècles,0
Building at 73 Mansion Street,0
Sebastian Enderle,1
Buildroot,0
Chapelle-de-la-Tour,0
"Forogj, világ!",0
Charavines,0
Singaporean Chinese,0
(新加坡华人 / 新加坡華人),0
Karl G. Maeser,1
Attila Forrai,1
Queluz,0
3C 236 North,0
"PGC29329, LEDA 29329 , 7C 1003+3508 , 4C 35.22",0
Gouville-sur-Mer,0
Built to Last,0
Borough of Glen Ridge,0
"Glen Ridge, New Jersey",0
Builsa District,0
City of Rahway,0
"Rahway, New Jersey",0
Joachim Weimann,1
Xu Jiao,1
Xú Jiāo,1
徐娇,1
徐嬌,1
Cycloctenidae,0
Pokrovske,0
Покровське,0
Linger,0
Niemodlin,0
Built to Spill,0
Builth Wells,0
Llanfair ym Muallt,0
Bagnoles-de-l'Orne,0
Eastern Condors,0
Buitenveldert,0
Santa Cruz das Flores,0
Buitepos,0
Fortissimo Films,0
La Chapelle-de-Surieu,0
Cognin-les-Gorges,0
Buitoni,0
Chavanoz,0
Vila do Porto,0
Chemical & Engineering News,0
Battle of Forum Gallorum,0
Canine fossa,0
Code Lyoko,0
Roscrea,0
Bujanov,0
Joint Stock Commercial Bank for Investment and Development of Vietnam,0
Gülşehir,0
Carrick-on-Suir,0
Code Lyoko: Fall of X.A.N.A.,0
Sheerness,0
Photography,0
Staffanstorp,0
Torvikbukt,0
Markopoulo,0
Μαρκόπουλο,0
Bukalo,0
3C449,0
"UGC12064,3C449, B2229+390",0
Sadlinki,0
Kyustendil Municipality,0
Община Кюстендил,0
Seasons of Love,0
The Goal: A Process of Ongoing Improvement,0
Ilpendam,0
Buk,0
"Cañon City, Colorado",0
Inferior costal facet,0
Polypompholyx,0
Malki Varshets,0
Foxbase Alpha,0
"City of Fountain, Colorado",0
Bukettraube,0
Tvarditsa,0
La Croix-Avranchin,0
"City of Greenwood Village, Colorado",0
Bucellarian Theme,0
Theme of the Bucellarians,0
"Βουκελλάριον θέμα, θέμα Βουκελλαρίων",0
Leksand,0
Bukidnon State University,0
"\""Pamantasang Estado ng Bukidnon\""",0
Foxboro Hot Tubs,0
Czchów,0
FoxyTunes,0
Koniecpol,0
Champeaux,0
Bukit Timah Road &,0
Upper Bukit Timah Road,0
Bukit Timah Expressway,0
Lebuhraya Bukit Timah,0
புக்கிட் தீமா விரைவுச்சாலை,0
Sułkowice,0
Międzybórz,0
Dobczyce,0
Bukit Pagon,0
Kcynia,0
Brectouville,0
Cottingham,0
Lichnowy,0
Osiek,0
Bunnik,0
Przytoczna,0
Bukonys,0
Aw-Barre,0
Pszczew,0
Frances Ondiviela,1
Kleinfontein,0
Sebastian Wurth,1
Nieu-Bethesda,0
Pringle Bay,0
Francesco Lodi,1
Giéville,0
Moyeni,0
Les Chambres,0
De Doorns,0
Francesco Zappa,0
Bukovany,0
Azeville,0
Karasburg,0
ǀNomsoros,0
Créances,0
Moorreesburg,0
Bukovany,0
Hamelin,0
Greyton,0
Boisyvon,0
Keimoes,0
Gonfreville,0
Elim,0
Crasville,0
Elands Bay,0
Beuvrigny,0
Molteno,0
Villiersdorp,0
Bukovice,0
La Haye-d'Ectot,0
Underberg,0
Loeriesfontein,0
Bukovec,0
Okiep,0
O'okiep,0
Bukovice,0
Étienville,0
Citrusdal,0
Bukovinka,0
Darling,0
Boisroger,0
Bukovka,0
Graafwater,0
Steytlerville,0
Anneville-en-Saire,0
Porterville,0
Peter Borgelt,0
Bukowa,0
Kommetjie,0
Bukovec Mountains,0
Touws River,0
Touwsrivier,0
Rudolf Lettinger,0
Ancteville,0
"Formosa, Goiás",0
Municipality of Formosa,0
Bukovel,0
Bricqueville-sur-Mer,0
Conde,0
Deinopidae,0
Bukowo,0
Bukowo Morskie,0
Bukowo,0
Bukowina Tatrzańska,0
Conde-sur-Vire,0
Lungless salamander,0
Branville-Hague,0
Hardinvast,0
Wolfgang Martini,1
Franci Litsingi,1
Francis Litsingi,1
Tiradentes,0
Fourneaux,0
Cruzeiro,0
Montjoie-Saint-Martin,0
Bukówka,0
Bukówko,0
Cunha,0
Bulabog Putian National Park,0
Francisella tularensis,0
Bulacan State University,0
Pamantasang Pampamahalaan ng Bulacan,0
Marialva,0
Cenate Sotto,0
Comune di Cenate Sotto,0
Eluru,0
ఏలూరు,0
Bunschoten,0
András Frank,1
Secunderabad,0
Sikandarabad,0
سکندرآباد,0
సికింద్రాబాద్,0
Courtils,0
Ludwikowice Kłodzkie,0
Domjean,0
Mairana,0
Frank Friday Fletcher,1
Colomby,0
Miłoradz,0
Crollon,0
Bulbocapnine,0
Subkowy,0
Richárd Frank,1
Neglected tuft sedge,0
Konarzyny,0
Droichead Phroinsias Uí Shearbháin,0
Frank Sherwin Bridge,0
Magaria,0
Frank Wiafe Danquah,1
Brillevast,0
"Illela, Niger",0
Cene,0
Comune di Cene,0
Nejapa,0
Frank Zappa Meets the Mothers of Prevention,0
Prestwich,0
Braffais,0
Aucey-la-Plaine,0
Tonacatepeque,0
Frankie Gavin,1
Frankie Raymond Gavin,1
Say,0
Franklin Geoffrey Saunders,1
Beauchamps,0
Osdorp,0
Pintadito,0
Cerete,0
Comune di Cerete,0
Catz,0
Buldan,0
De Bilt,0
Lubiszyn,0
West Stow,0
Lelkowo,0
Catteville,0
St Katharine Docks,0
Chignolo d'Isola,0
Comune di Chignolo d'Isola,0
Wydminy,0
Franz Lahner,1
"Liberal, Kansas",0
Berles-Monchel,0
Franz Rudorfer,1
"Newton, Kansas",0
Entrammes,0
Wolfgang von Chamier-Glisczinski,1
City of South St. Paul,0
"South St. Paul, Minnesota",0
Cuillé,0
"Alpharetta, Georgia",0
Châlons-du-Maine,0
City of Radcliff,0
François Séverin Marceau,1
"Albany, Kentucky",0
Chiuduno,0
Comune di Chiuduno,0
Beaudricourt,0
"Dahlonega, Georgia, USA",0
"Dallas, Georgia",0
Dinodocus,0
"Cascade Locks, Oregon",0
Steel Blue,0
Bulgarian Air Charter,0
Българиан Ер Чартер,0
Fraser,0
"Cumming, Georgia",0
"Waveland, Mississippi",0
Cisano Bergamasco,0
Comune di Cisano Bergamasco,0
"Vinita, Oklahoma",0
Riupeyrous,0
"Mary Esther, Florida",0
"Bunnell, Florida",0
De Ronde Venen,0
"Wisconsin Rapids, Wisconsin",0
Freak of Nature,0
"Monument, Colorado",0
"Oak Creek, Wisconsin",0
313° Gruppo Addestramento Acrobatico,0
Frecce Tricolori,0
Oconto,0
Fred Neil,0
Ciserano,0
Comune di Ciserano,0
"Au Train Township, Michigan",0
"Menomonie, Wisconsin",0
Saint-Abit,0
Bourdettes,0
Cedry Wielkie,0
Séby,0
Puerto Tirol,0
Cividate al Piano,0
Comune di Cividate al Piano,0
Urdos,0
"Que sera, sera",0
"Dubois, Wyoming",0
Higuères-Souye,0
Pozezdrze,0
Free Spirit,0
Khartsyzk,0
Харцизьк,0
Харцызск,0
Freedom's Journal,0
Stowe,0
Lasserre,0
Tynagh,0
Cambambe,0
Estigarde,0
Fatal Move,0
Cuscatancingo,0
China National Tobacco Corporation,0
"Mamakating, New York",0
"Town of Erie, Colorado",0
Eemnes,0
Nucleus ambiguus,0
"East Gull Lake, Minnesota",0
Szilvia Freire,1
China Pacific Insurance,0
"Town of Wellington, Colorado",0
Yamhill,0
"Yamhill, Oregon",0
Eyres-Moncube,0
"Gypsum, Colorado",0
"La Pine, Oregon",0
Fresh & Easy Neighborhood Market Inc.,0
"Newberry, Florida",0
Frequency,0
Luna,0
"Hampton, Florida",0
Canmore Nordic Centre Provincial Park,0
"Stacy, Minnesota",0
"Maple Lake, Minnesota",0
"Cynthiana, Kentucky",0
Click入黃金屋,0
Pages of Treasures,0
"Hawthorne, Florida",0
Bonnefamille,0
Dicle,0
Thomas Hoersen,1
Bégaar,0
Pınarhisar,0
Fričovce,0
Città di Clusone,0
Clusone,0
Gülnar,0
Les Côtes-d'Arey,0
Hassa,0
Thomas Wrede,0
Palu,0
Bossieu,0
Kelkit,0
Colere,0
Comune di Colere,0
Doissin,0
Châtenay,0
Karbasan,0
Somatochlora borisi,0
Cras,0
Yayladağı,0
Cologno al Serio,0
Comune di Cologno al Serio,0
Kangal,0
Kovancılar,0
Darende,0
Blandin,0
Municipality of Dornava,0
Občina Dornava,0
Colzate,0
Comune di Colzate,0
Baigts,0
Dekmanca,0
Segovci,0
Domarin,0
Juršinci,0
Občina Juršinci,0
Doazit,0
Kunšperk,0
Polje pri Bistrici,0
Gosteče,0
Friends Will Be Friends,0
Judea,0
Saint-Jean-Poutge,0
Renswoude,0
"Independent Self-governing Labour Union \""Solidarity\""",0
Solidarność,0
"Englewood, Florida",0
Montadet,0
Frindle,0
Pessoulens,0
Saint-Germier,0
Hoosick Falls,0
Pujaudran,0
"Margaretville, New York",0
Waltrude Schleyer,0
Fresh Blood,0
"Limestone, Maine",0
Urgosse,0
Volker Neumüller,0
Sainte-Dode,0
Conchillas,0
Saint-André,0
Frederik André Henrik Christian,1
Frederik,1
"Rollingstone, Minnesota",0
Peyrusse-Massas,0
Gorno Lukovo,0
Pabna,0
পাবনা,0
Sembouès,0
Comune di Comun Nuovo,0
Comun Nuovo,0
"North Royalton, Ohio",0
"Darwin, Minnesota",0
"Clayton, Ohio",0
Carcen-Ponson,0
"Logan, Ohio",0
Frobisher Bay,0
Jalna,0
जालना,0
Johannishus,0
From Elvis in Memphis,0
Sainte-Mère,0
From Out of Nowhere,0
From Her to Eternity,0
Comune di Corna Imagna,0
Corna Imagna,0
Pessan,0
Craigavon,0
Creag Abhann,0
Tournecoupe,0
Lugon-et-l'Île-du-Carnay,0
Langton Matravers,0
From the Inside,0
Rhenen,0
Vignonet,0
"Stratford, Prince Edward Island",0
Bulhary,0
Frontoethmoidal suture,0
Comune di Cornalba,0
Cornalba,0
Town of Westlock,0
Westlock,0
Globoder,0
Saint-Cibard,0
Killam,0
Town of Killam,0
Daysland,0
Town of Daysland,0
Gornji Stepoš,0
Le Taillan-Médoc,0
Bull City Red,1
Comune di Cortenuova,0
Cortenuova,0
Olavarría,0
Rudolf Freiherr von Waldenfels,0
thumb|Rudolf von Waldenfels,0
Semens,0
Monolithos,0
Μονόλιθος,0
On the Mountain of Tai Hang,0
Great Malvern,0
BULL (S.A.) Informatique,0
Tilo Prückner,0
Saint Boniface,0
Soest,0
Marimbault,0
Comune di Costa Valle Imagna,0
Costa Valle Imagna,0
"Lakefield, Minnesota",0
"Sargeant, Minnesota",0
Fuck The Millennium,0
Bulldog Drummond,1
Shilovsky District,0
Шиловский район,0
Pomarez,0
"Vergennes, Vermont",0
Pongola,0
uPhongolo,0
"Teixeira, Paraíba",0
Fujikawaguchiko,0
富士河口湖町,0
Brandon Webb,1
City of Ironton,0
Comune di Costa Volpino,0
Costa Volpino,0
"Essex, Vermont",0
Travis Hafner,1
Vyshhorod,0
Вишгород,0
Montfort-en-Chalosse,0
Komarno,0
Комарне (Комарно),0
Arabic:  'خانقين,0
Khanaqin,0
Comune di Costa di Mezzate,0
Costa di Mezzate,0
Skuodas,0
Kybartai,0
Saint-Loubouer,0
Kalvarija,0
Fulfillingness' First Finale,0
Stichtse Vecht,0
Pakruojis,0
Fulkerson Prize,0
Garliava,0
Vielle-Tursan,0
Karkliniai,0
Fullmetal Alchemist:,0
The Sacred Star of Milos,0
Ariogala,0
Buller District,0
Bulleringa National Park,0
Pabradė,0
Tomo Ohka,1
Cathedral of Our Lady of the Assumption,0
Vievis,0
Fun Lovin' Criminals,0
"Newton Falls, Ohio",0
Fun House,0
Witthüser & Westrupp,0
"Dassel, Minnesota",0
"Osakis, Minnesota",0
Bullet,0
Csató Adorján,1
Ashikaga Station,0
Funny Things Happen Down Under,0
"Centerville, Minnesota",0
Comune di Costa Serina,0
Costa Serina,0
Keage Station,0
"Oronoco, Minnesota",0
"Houston, Mississippi",0
Bizonnes,0
"Millerville, Minnesota",0
Ugly Americans,0
Jack-Jack Attack,0
"Parkers Prairie, Minnesota",0
Forever Enthralled,0
"Coldwater, Kansas",0
Asumi Nakada,1
Comune di Covo,0
Covo,0
Utrechtse Heuvelrug,0
"Deer Park, Ohio",0
Krisztián Futaki,1
Saint-Michel-de-Castelnau,0
"Miltona, Minnesota",0
Bullet in the Head,0
"La Crescent, Minnesota",0
Bulletin of the Atomic Scientists,0
Saint-Vivien-de-Blaye,0
"Carlisle, Ohio",0
Future Days,0
"Kasota, Minnesota",0
Márkó Futács,1
Cnemidophorus,0
Pozantı,0
Bulletproof,0
iCarly (season 6),0
Kaş,0
Kill the Irishman,0
Bullets and Octane,0
Fuzzy,0
Germencik,0
Fuzzy Logic,0
Göle,0
Korkuteli,0
Kumluca,0
Tufanbeyli,0
Macau,0
Sainte-Foy-la-Longue,0
Houten,0
Güzelyurt,0
Keçiborlu,0
"Kozaklı,Turkey",0
Savignac-de-l'Isle,0
Bulloo Developmental Road,0
Fábiánháza,0
Sorgun,0
Fábiánsebestyén,0
Sándor Fábry,0
Kurt Pflugbeil,1
Montignac,0
Bullets over Broadway,0
Kuyucak,0
Gardegan-et-Tourtirac,0
Eşme,0
( Bullom ),0
Sherbro,0
Tayac,0
Shire of Bulloo,0
Pheasant cuckoo,0
Tortum,0
Bullowsee,0
Subramaniam Sathasivam,1
Mazion,0
Tavas or Davaz,0
Masseilles,0
Yeniceoba,0
Suşehri,0
Bullseye!,0
Nurdağı,0
Varto,0
Lugasson,0
Hozat,0
Préchac,0
Philipp Stölzl,0
Bully Buhlan,0
Fabio Carpi,0
Saint-Martial,0
Gevaş,0
IJsselstein,0
Yeşilli,0
Dargeçit,0
Bullshit!,0
Mouillac,0
iCarly (season 7),0
Posof,0
Savur,0
Into the Woods,0
Karaçoban,0
Saint-Seurin-sur-l'Isle,0
Verdelais,0
Doğanşehir,0
Mazıdağı,0
Bullous pemphigoid,0
Saint-Martin-de-Sescas,0
Bully,0
Sillas,0
Kurtalan,0
Bulnes (Cabrales),0
"Gorey, Co. Wexford",0
Graaff-Reinet,0
"\""Fångad av en stormvind\""",0
Landerrouet-sur-Ségur,0
Bulok,0
"Dover, Tennessee",0
Snogebæk,0
Lucmau,0
Saint-Yzan-de-Soudiac,0
Sandnessjøen,0
Sandnessjøen herred,0
Shire of Buloke,0
"Lakin, Kansas",0
Fårö,0
Bulthaup GmbH & Co. KG,0
Leusden,0
Le Nizan,0
Randa,0
The River King,0
City of Linden,0
"Linden, New Jersey",0
Mashta al-Helou,0
مشتى الحلو,0
Ras Kebdana,0
Fearful owl,0
"Fort White, Florida",0
Bulverket,0
Bulut Basmaz,1
"Gerlach–Empire, Nevada",0
Saint-Brice,0
"City of Springboro, Ohio",0
Springboro,0
Romagne,0
Frontenac,0
"Fairview Park, Ohio",0
Les Lèves-et-Thoumeyragues,0
Sidonie of Bavaria,1
Felix Henrik Valdemar Christian,1
Prince Felix,1
Saint-Ferme,0
"Maumee, Ohio",0
Sarragachies,0
"Rocky River, Ohio",0
Sadeillan,0
Hluhluwe,0
BUMBAR,0
Saint-Loube,0
Theodor Hoffmann,1
Saint-Caprais,0
"Hugoton, Kansas",0
Tudelle,0
Blackberry skeletonizer,0
Reinhold Saltzwedel,1
"Douglas, Georgia",0
Saint-Sauvy,0
Moszna,0
Saint-Antonin,0
Merhavia,0
Riguepeu,0
PT Bumi Resources Tbk.,0
Lopik,0
Boomer,0
Versicoloured emerald,0
Orbessan,0
Słobity,0
Black dwarf hornbill,0
La Sauvetat,0
Wilczęta,0
Montpézat,0
Tatynia,0
Nukupuu,0
Bumba,0
Montiron,0
Chilham,0
A Tramp Abroad,0
Triggerfish,0
Saint-Mézard,0
Pinjarra,0
Saint-Pierre-d'Aubézies,0
Bumiputra-Commerce Holdings Berhad,0
بوميڤوترا-چوممرچ هولديڠس برحد,0
Pompiac,0
Viozan,0
Mäo,0
Ponsampère,0
Tänassilma,0
Rozès,0
"Bump, Bump, Bump",0
Saint-Martin-Gimois,0
Obinitsa,0
Saint-Soulan,0
Porkuni,0
Panassac,0
Luua,0
Sémézies-Cachan,0
Udriku,0
Sempesserre,0
Bumper Robinson,0
Roquebrune,0
Saatse,0
Saint-Orens-Pouy-Petit,0
Peyrecave,0
Sauveterre,0
Crato,0
Ornézan,0
Montfoort,0
Güllük,0
Saint-Paul-de-Baïse,0
Bun an Churraigh,0
Rybno,0
Walther Hahm,1
Réjaumont,0
Malvín,0
Chapicuy,0
Termas del Arapey,0
Lorenzo Geyres,0
Coronado,0
Bunce Island,0
Sayago,0
Juanicó,0
Mouchan,0
Mones Quintela,0
Préneron,0
Willi Reschke,1
Masoller,0
Panjas,0
Ute Meta Bauer,0
Bunclody,0
Rincón de Valentín,0
Tourdun,0
Miguelete,0
Monpardiac,0
Paso Campamento,0
Solomiac,0
Thoux,0
"Carrasco, Montevideo",0
Ségos,0
San Andrés,0
Saint Philippe du Seignal,0
Gans,0
Coronel Martínez,0
Saint-Sulpice-de-Faleyrens,0
The Federation of German Marksmen,0
Saint-Germain-de-Grave,0
Saint-Yzans-de-Médoc,0
Nieuwegein,0
Villegouge,0
Lisdoonvarna,0
Bund Schweizerischer Frauenvereine BSF,0
Saint-Germain-d'Esteuil,0
Bund Westdeutscher Kommunisten,0
League of West German Communists,0
Huda Jama,0
Saint-Christoly-de-Blaye,0
Kropa,0
Bund der Deutschen Katholischen Jugend,0
Municipality of Miklavž na Dravskem Polju,0
Občina Miklavž na Dravskem polju,0
Saint-Androny,0
Senožeče,0
Prolom,0
Laruscade,0
Nando Cicero,0
Werner Dreßel,1
Sainte-Terre,0
Municipality of Horjul,0
Občina Horjul,0
Wilhelm Rudolf Mann,0
Kosmovac,0
Klenovica,0
Saint-Avit-de-Soulège,0
Wolfgang Franz,1
Oudewater,0
Pukatea,0
Municipality of Dobrova–Polhov Gradec,0
Občina Dobrova - Polhov Gradec,0
Globare,0
Río Grande,0
Bund der Gerechten,0
Municipality of Gorenja Vas–Poljane,0
Občina Gorenja vas - Poljane,0
Sośnie,0
Rock of Gibraltar,0
Falmer,0
Superior Cross,0
Belvedere,0
Frygnowo,0
Ōzu Domain,0
Ozu,0
大洲藩,0
Kwilcz,0
San Antonio,0
(Détachement de Légion étrangère de Mayotte),0
Foreign Legion Detachment in Mayotte,0
Mpumalanga,0
Pępowo,0
Lisewo,0
Powidz,0
Vianen,0
Xuankou,0
Mariscala,0
Chacras de Paysandú,0
Czernikowo,0
Daniele Ciprì,0
Tang Frères,0
Villa Argentina,0
Bundara,0
Merivälja,0
Bundaberg Region,0
Ośno Lubuskie,0
Rabka-Zdrój,0
Strumień,0
Bunde,0
A Tale of Mari and Three Puppies,0
Municipality of Radlje ob Dravi,0
Občina Radlje ob Dravi,0
Xi Aquarii,0
Lorys Bourelly,1
Wołczyn,0
Ujazd,0
Ujest,0
Wijk bij Duurstede,0
Lubawka,0
Drzewica,0
Willi Altig,1
Giant Robo,0
Strzelno,0
Twardogóra,0
"Bundesamt für Ausrüstung, Informationstechnik und Nutzung der Bundeswehr (BAAINBw)",0
"Federal Office of Bundeswehr Equipment, Information Technology and In-Service Support",0
HXN3“和谐”,0
Przemków,0
Dąbie,0
Otmuchów,0
Federal Office of Public Health,0
Kolonowskie / Colonnowska,0
Lidzbark,0
Federal Institute of Metrology,0
Danehill,0
Warta,0
Jean-Jacques Laffont,1
Pasym,0
(Bundesamt für Seeschifffahrt und Hydrographie),0
Federal Maritime and Hydrographic Agency,0
Sława,0
–  BfS –,0
Bundesamt für Strahlenschutz,0
Federal Office for Radiation Protection,0
Federal Office for the Environment,0
Korfantów,0
Krzepice,0
Bundesamt für Wirtschaft und Ausfuhrkontrolle,0
Federal Office for Economic Affairs and Export Control,0
Yingxiu,0
映秀,0
Bundesanstalt für Geowissenschaften und Rohstoffe (BGR),0
Federal Institute for Geosciences and Natural Resources,0
Siesikai,0
"Fujitec Co., Ltd.",0
フジテック株式会社,0
Józefowo,0
Bundesanstalt für Immobilienaufgaben,0
Institute for Federal Real Estate,0
Helminthophis,0
Czerwionka-Leszczyny,0
Federal Institute for Materials Research and Testing,0
Vittorio Cottafavi,0
Riviera: The Promised Land,0
San Andrés de Tumaco,0
Yumeno Kyūsaku,1
Czyże,0
Pilaitė,0
Type 73,0
Omuthiya,0
Shohimardon,0
Woudenberg,0
Young,0
Szymbark,0
Gates of Paris,0
Porte des Lilas,0
"New Berlin, Wisconsin",0
Granite Falls,0
"Granite Falls, Minnesota",0
Vergoignan,0
"Prinsburg, Minnesota",0
Sainte-Christie-d'Armagnac,0
"Cokato, Minnesota",0
Damno,0
Tachoires,0
Saint-Christaud,0
"Green Isle, Minnesota",0
Puycasquier,0
"Rittman, Ohio",0
Alessandro D'Alatri,0
Taybosc,0
"Hamburg, Minnesota",0
Pouylebon,0
"Grey Eagle, Minnesota",0
Saint-Ost,0
"Wall Lake, Iowa",0
Pergain-Taillac,0
Zeist,0
Marudi,0
"Henriette, Minnesota",0
Pakistan 01,0
City of Geneva,0
"Geneva, Ohio",0
Sarraguzan,0
Egaña,0
Montamat,0
San Bautista,0
Ordan-Larroque,0
Tanti,0
Saint-Antoine-sur-l’Arrats,0
Sirac,0
Cordón,0
Monlezun,0
Downgraded toB 45,0
Saint Jean le Comtal,0
Huajuapan de León,0
Saint-Martin-d'Armagnac,0
Playa Hermosa,0
Puységur,0
Cacuaco,0
Verlus,0
Centenario,0
Toujouse,0
Porvenir,0
Montaut,0
Pébées,0
Plácido Rosas,0
Salles-d'Armagnac,0
Joaquín Suárez,0
Noilhan,0
Malvín Norte,0
Nekla,0
Common slug snake,0
Jutrosin,0
Rhinophis sanguineus,0
Lubień Kujawski,0
Dōwa Meikyū,0
Jerzmanowa,0
Kolbudy,0
Qingdao,0
Ostroróg,0
Sincerely Dears...,0
Justine Smethurst,1
Lwówek,0
Koi seyo Onnanoko,0
Cardwell,0
Mother Earth,0
Ryton-on-Dunsmore,0
Princess Rose,0
City of Valença,0
"Izayoi no Tsuki, Canaria no Koi.",0
Silvio D'Amico,0
"Midland, Michigan",0
Mandubí,0
Bundesfinanzdirektion,0
Federal Head Office of Finance,0
Spiritual Garden,0
Borek Wielkopolski,0
Yabuli,0
Longqing Emperor,1
Zhu Zaihou (朱載垕),1
Csilla Földi,1
Dinguiraye,0
Fizi,0
Vecpiebalga,0
Imre Földi,1
Kazimierz Biskupi,0
Natashquan,0
Seven Wonders of the Industrial World,0
"United States Penitentiary, Leavenworth",0
Kuchurhan,0
Кучурган,0
Saint-Élix,0
Pęciszewo,0
Puylausic,0
Wąsosz,0
Mont-d'Astarac,0
Scimitar-billed woodcreeper,0
Ground cuckooshrike,0
Troncens,0
Common cactus finch,0
Montégut-Savès,0
Drobin,0
Seysses-Savès,0
Melittinae,0
Fülöpszállás,0
Ricourt,0
Tropidophiidae,0
Nagylak,0
Gemena,0
Győrtelek,0
Gönyű,0
Claorhynchus,0
Luciano De Crescenzo,1
Piriápolis,0
Rio Branco,0
Princess Waltz,0
"Monroe, Wisconsin",0
Rolf Schwanitz,0
Rava,0
The Sea Has Risen,0
Family name: Zhu (朱),1
Given name: Yijun (翊鈞),1
Wanli Emperor,1
Prillimäe,0
Sarve,0
Bundesimmobiliengesellschaft m.b.H,0
Bundesinstitut für Bevölkerungsforschung (BiB),0
Bundesinstitut für Bevölkerungsforschung,0
Federal Institute for Population Research,0
Haimre,0
Preignan,0
"Lewistown, Ohio",0
Bundesinstitut für Risikobewertung (BfR),0
Bundesinstitut für Risikobewertung,0
Federal Institute for Risk Assessment,0
Perchède,0
Woolwich,0
Projan,0
Faroese Teachers School,0
Føroya Læraraskúli,0
Palakkad,0
പാലക്കാട്,0
The Lord Hervey,1
Alliance Manchester Business School,0
Chinsurah,0
চুঁচুড়া,0
Tarsac,0
Tawang,0
Thích Huyền Quang,1
Democratic Confederation of Free Trade Unions,0
LIGA/FSzDL,0
Mandya,0
ಮಂಡ್ಯ,0
Monblanc,0
Kodungallur,0
കൊടുങ്ങല്ലൂര്,0
"Független Kisgazda, Földmunkás és Polgári Párt",0
Puli Alam,0
Mas-d'Auvignon,0
Comilla,0
কুমিল্লা,0
Monferran-Plavès,0
Laura Berg,1
Laura Kay Berg,1
Mymensingh,0
ময়মনসিংহ,0
Margouët-Meymes,0
Ryde,0
Bundesleistungszentrum Kienbaum,0
Meilhan,0
Ghazipur,0
गाज़ीपुर,0
Függetlenségi és 48-as Párt,0
Luigi De Filippo,0
Nabadwip,0
নবদ্বীপ,0
Montestruc-sur-Gers,0
Krishnanagar,0
কৃষ্ণনগর,0
Maulichères,0
Mira-Bhayandar,0
मिरा-भायंदर,0
Monbrun,0
Jhunjhunu,0
झुन्झुनू,0
Leptotyphlops bilineatus,0
Sagar,0
सागर,0
mountain worm-eating snake,0
Jagdalpur,0
Yellow-bellied worm-eating snake,0
São José de Ribamar,0
Mansempuy,0
Miramont-d'Astarac,0
Füle,0
Malabat,0
Manent-Montané,0
Miramont-Latour,0
Mauléon-d'Armagnac,0
Monlaur-Bernet,0
Maravat,0
Mbocayaty,0
Fülesd,0
Valery Kleymyonov,1
Valery Semyonovich Kleymyonov,1
Henryków Lubański,0
Eared dove,0
Vranjina,0
Врањина,0
Tiller herred,0
Battle of Jinzhou,0
Vanse,0
Philippine leafbird,0
Ākèsù Jīchǎng,0
Aksu Airport,0
Undredal,0
Cerro Sombrero,0
FastMail,0
Dunnigan,0
Vračar,0
Врачар,0
Noel Fülöp,1
Canby,0
Kazuaki Takano,1
Zoltán Fülöp,1
Despotovac,0
Деспотовац,0
Comune di Curno,0
Curno,0
Kostolac,0
Костолац,0
Loubédat,0
Platyplectrurus,0
Farafangana,0
Lajos Für,1
Chlorurus microrhinos,0
Carmichael,0
Fülöpháza,0
Fülöpjakab,0
Robinson Armament M96 Expeditionary,0
Ashland,0
Sun City,0
Labastide-Savès,0
Los Olivos,0
Family name: Zhu (朱),1
Given name: Changluo (常洛),1
Taichang Emperor,1
Ligardes,0
"Kupari, Croatia",0
Maignaut-Tauzia,0
Parapara de Ortíz,0
Parapara,0
Lannux,0
Molochansk,0
Молочанськ,0
Lagarde,0
Leboulin,0
"Republic, Washington",0
Lasseube-Propre,0
Polyanovo,0
Floridablanca,0
Labarthète,0
City of Glen Cove,0
"Glen Cove, New York",0
Dusky antbird,0
Comune di Cusio,0
Cusio,0
Xenocalamus,0
Keresztéte,0
olive Oriental slender snake,0
Sooty oystercatcher,0
Krasznokvajda,0
Melanophidium,0
Hegymeg,0
Trachischium fuscum,0
Irota,0
Wolfgang von Gronau,1
Family name: Zhu (朱),1
Given name: Youjiao (由校),1
Tianqi Emperor,1
Plectrurus,0
ADGB Trade Union School,0
Hernádpetri,0
Rhinophis,0
Homrogd,0
Laymont,0
Harsány,0
Vilmány,0
Klimpfjäll,0
Hilde Jennings,0
Krisztián Füzi,1
Ákos Füzi,1
Rathkeale,0
Shippagan,0
Dalików,0
Lannepax,0
Lutomiersk,0
Lias-d'Armagnac,0
Eynsham,0
Labrihe,0
Ogrodzieniec,0
Magnan,0
Füzérkajata,0
Füzérkomlós,0
Katja Abel,1
Laveraët,0
Capel-le-Ferne,0
Mérens,0
Młynary,0
Larée,0
Füzérradvány,0
Larroque-Saint-Sernin,0
Făurei,0
Polemon,0
Grzegorzew,0
Micrelaps,0
Miłakowo,0
Goutz,0
Laujuzan,0
Miedzichowo,0
Lourties-Monbrun,0
Fustérouau,0
Vila do Corvo,0
Durban,0
Dominowo,0
Frégouville,0
General Assembly of Budapest,0
Homps,0
Orchowo,0
Don't Walk on the Grass,0
Gazaupouy,0
Für,0
Rúbaň,0
